tau,tau_prime,method,final_cos_sim,final_stderr,n_left,n_right,n_indifferent,n_incomparable,n_decisive_total,n_forced,n_attempts,learning_curve_mean,learning_curve_stderr
0.4,0.0,bt_laplace_bald_random,0.7710193894829288,0.01342468850454524,30,22,8,0,60,8,0,"0.7961,0.7383,0.7679,0.7665,0.7875,0.7730,0.7903,0.7806,0.7878,0.7494,0.7400,0.7896,0.7199,0.6831,0.7508,0.7573,0.6986,0.7511,0.7744,0.7710","0.0162,0.0189,0.0796,0.0720,0.0564,0.0313,0.0634,0.0267,0.0308,0.0458,0.0336,0.0252,0.0143,0.0240,0.0518,0.0617,0.0606,0.0309,0.0543,0.0134"
0.4,0.0,bt_laplace_bald_left,0.7492308802706974,0.06067728133592716,24,29,7,0,60,7,0,"0.8222,0.8603,0.7379,0.7240,0.8282,0.7236,0.7497,0.7495,0.7719,0.7035,0.7964,0.7332,0.7448,0.7407,0.8396,0.7685,0.7975,0.7622,0.8145,0.7492","0.0584,0.0184,0.0088,0.0496,0.0095,0.0441,0.0416,0.0166,0.0661,0.0442,0.0512,0.0906,0.0619,0.0678,0.0230,0.0425,0.0484,0.0465,0.0234,0.0607"
0.4,0.2,multiframe,0.9587620273212553,0.015788348867514863,14,8,36,2,22,0,0,"0.9075,0.8463,0.8763,0.9392,0.9339,0.9577,0.9768,0.9823,0.9732,0.9769,0.9684,0.9871,0.9833,0.9218,0.9889,0.9656,0.9899,0.9564,0.9859,0.9588","0.0158,0.0621,0.0754,0.0278,0.0228,0.0131,0.0059,0.0079,0.0041,0.0050,0.0206,0.0018,0.0051,0.0617,0.0036,0.0198,0.0032,0.0305,0.0055,0.0158"
0.4,0.2,bt_laplace_bald,0.7129258735988224,0.05945498549683916,28,22,7,3,50,0,0,"0.7689,0.7589,0.6677,0.7021,0.7010,0.7457,0.7216,0.7028,0.7486,0.7283,0.7793,0.8043,0.7604,0.7657,0.7679,0.6782,0.7810,0.6949,0.6916,0.7129","0.0128,0.0437,0.0368,0.0227,0.0611,0.0330,0.0509,0.0333,0.0490,0.0349,0.0702,0.0414,0.0558,0.0233,0.0277,0.0566,0.0433,0.0550,0.0947,0.0595"
0.4,0.2,bt_laplace_bald_k,0.670909689360049,0.1017933511927547,35,25,8,4,60,0,72,"0.7828,0.7680,0.6249,0.6663,0.7533,0.7579,0.7301,0.7362,0.7395,0.7332,0.7133,0.6915,0.7629,0.7836,0.7231,0.7861,0.7025,0.7453,0.6753,0.6709","0.0443,0.0464,0.0711,0.1191,0.1011,0.0913,0.1128,0.1106,0.1417,0.1159,0.1375,0.1262,0.1074,0.1153,0.1106,0.0744,0.0954,0.0817,0.0775,0.1018"
0.4,0.2,bt_laplace_bald_random,0.7366444020739742,0.02591699269722602,25,18,15,2,60,17,0,"0.7421,0.7091,0.6460,0.7151,0.7520,0.7385,0.7536,0.7937,0.7676,0.7530,0.7862,0.8286,0.7745,0.7457,0.7313,0.8007,0.7793,0.7518,0.7756,0.7366","0.0566,0.0289,0.0514,0.0371,0.0293,0.0037,0.0177,0.0144,0.0477,0.0329,0.0325,0.0405,0.0099,0.0223,0.0596,0.0484,0.0296,0.0300,0.0173,0.0259"
0.4,0.2,bt_laplace_bald_left,0.7346105133065114,0.04866758465746318,24,24,5,7,60,12,0,"0.8095,0.8212,0.6728,0.6495,0.7360,0.6849,0.6680,0.6918,0.6996,0.7497,0.7051,0.7147,0.7717,0.7394,0.7123,0.6652,0.6795,0.6687,0.6760,0.7346","0.0594,0.0225,0.0351,0.0324,0.0742,0.0629,0.0704,0.0743,0.0870,0.0524,0.0648,0.0670,0.0521,0.0674,0.0639,0.0685,0.0723,0.0629,0.0218,0.0487"
0.4,0.4,multiframe,0.9969784855379289,0.0003156105469912663,14,15,30,1,29,0,0,"0.8616,0.7711,0.9412,0.9473,0.9613,0.9025,0.9660,0.9760,0.9732,0.9815,0.9880,0.9878,0.9619,0.9944,0.9865,0.9955,0.9922,0.9944,0.9884,0.9970","0.0284,0.0498,0.0185,0.0260,0.0196,0.0481,0.0112,0.0077,0.0089,0.0041,0.0033,0.0012,0.0251,0.0013,0.0070,0.0005,0.0008,0.0015,0.0039,0.0003"
0.4,0.4,bt_laplace_bald,0.683866817864279,0.055262310812214825,23,25,8,4,48,0,0,"0.7524,0.7941,0.7281,0.7520,0.8111,0.8152,0.6636,0.7035,0.6970,0.6977,0.7110,0.7234,0.6913,0.6938,0.6939,0.6123,0.7034,0.6355,0.6262,0.6839","0.0159,0.0211,0.0151,0.0194,0.0329,0.0261,0.0387,0.0338,0.0100,0.0103,0.0721,0.0506,0.0228,0.0400,0.0364,0.0176,0.0688,0.0233,0.0695,0.0553"
0.4,0.4,bt_laplace_bald_k,0.8378746509361484,0.08971416949369393,26,34,7,10,60,0,77,"0.7583,0.7521,0.6516,0.6502,0.7990,0.7635,0.6986,0.7917,0.7613,0.7609,0.7617,0.7439,0.7976,0.7977,0.7787,0.8316,0.8164,0.8418,0.8195,0.8379","0.0258,0.0350,0.0877,0.1099,0.1150,0.0915,0.1075,0.1273,0.1488,0.1283,0.1526,0.1461,0.1180,0.1189,0.1288,0.0839,0.0947,0.0996,0.0996,0.0897"
0.4,0.4,bt_laplace_bald_random,0.8347777618711993,0.04623584016603308,25,18,11,6,60,17,0,"0.7062,0.6740,0.6476,0.7043,0.7645,0.6705,0.6731,0.7344,0.7252,0.7587,0.7707,0.7285,0.6866,0.6680,0.6874,0.7528,0.8093,0.7639,0.7394,0.8348","0.0430,0.0097,0.0527,0.0352,0.0212,0.0589,0.0821,0.0574,0.0698,0.0288,0.0431,0.0723,0.0730,0.0824,0.0773,0.0625,0.0411,0.0754,0.0193,0.0462"
0.4,0.4,bt_laplace_bald_left,0.8067925387229242,0.07315231021937844,14,29,6,11,60,17,0,"0.7121,0.8234,0.7345,0.6976,0.6250,0.6848,0.7000,0.6513,0.6276,0.6861,0.6956,0.6671,0.8045,0.7855,0.7517,0.7234,0.7707,0.7973,0.7881,0.8068","0.0310,0.0242,0.0679,0.0471,0.0455,0.0573,0.0547,0.0448,0.0265,0.0152,0.0401,0.0268,0.0473,0.0664,0.0692,0.1073,0.0894,0.0751,0.0805,0.0732"
0.4,0.6,multiframe,0.9848695320865678,0.0093472297053235,15,15,27,3,30,0,0,"0.8748,0.8394,0.9602,0.9862,0.9806,0.9307,0.9728,0.9848,0.9110,0.9895,0.9402,0.9488,0.9893,0.9902,0.9861,0.9821,0.9859,0.9932,0.9881,0.9849","0.0150,0.0551,0.0074,0.0046,0.0041,0.0298,0.0110,0.0057,0.0381,0.0041,0.0434,0.0306,0.0026,0.0022,0.0046,0.0032,0.0042,0.0024,0.0031,0.0093"
0.4,0.6,bt_laplace_bald,0.8652993422946659,0.07976119146510911,26,23,6,5,49,0,0,"0.7572,0.7488,0.7205,0.7409,0.8257,0.7910,0.7009,0.7716,0.7395,0.7768,0.8065,0.7727,0.8189,0.8042,0.8353,0.7972,0.8278,0.8343,0.8875,0.8653","0.0150,0.0159,0.0164,0.0234,0.0244,0.0358,0.0687,0.0500,0.0248,0.0630,0.0694,0.0597,0.0573,0.0835,0.0927,0.0800,0.1050,0.0800,0.0603,0.0798"
0.4,0.6,bt_laplace_bald_k,0.6830415057109714,0.11227612088232927,26,34,18,16,60,0,94,"0.6964,0.7061,0.6454,0.5808,0.6755,0.6266,0.6275,0.7051,0.6724,0.6978,0.6742,0.6850,0.6788,0.6769,0.6868,0.7097,0.7152,0.7266,0.6832,0.6830","0.0565,0.0495,0.0874,0.1066,0.1097,0.0626,0.0688,0.1124,0.1245,0.1186,0.1317,0.1315,0.1074,0.0972,0.1060,0.0815,0.0802,0.0944,0.1117,0.1123"
0.4,0.6,bt_laplace_bald_random,0.7419733593858702,0.08246555778937738,21,20,12,7,60,19,0,"0.7510,0.7592,0.7342,0.8050,0.7693,0.7438,0.7354,0.7666,0.7538,0.6990,0.6789,0.7070,0.7074,0.7308,0.7766,0.8367,0.8085,0.7741,0.6626,0.7420","0.0608,0.0582,0.0866,0.0705,0.0194,0.0848,0.0929,0.0787,0.0777,0.0510,0.0930,0.0858,0.0211,0.0462,0.0380,0.0260,0.0427,0.0654,0.0493,0.0825"
0.4,0.6,bt_laplace_bald_left,0.6943895154331522,0.050424302610145445,17,26,7,10,60,17,0,"0.7148,0.7683,0.7562,0.6717,0.6537,0.6461,0.6357,0.6310,0.7217,0.7304,0.6636,0.5789,0.7561,0.8189,0.7036,0.6342,0.6069,0.6572,0.7120,0.6944","0.0307,0.0534,0.0702,0.0567,0.0427,0.0515,0.0299,0.0588,0.0665,0.0298,0.0387,0.0229,0.0146,0.0439,0.0135,0.0613,0.0525,0.0370,0.0208,0.0504"
0.4,0.8,multiframe,0.9787527709021825,0.010500720407094122,8,11,34,7,19,0,0,"0.8548,0.9389,0.9650,0.9353,0.9710,0.9264,0.9297,0.9837,0.8433,0.9893,0.9763,0.9838,0.9879,0.9649,0.9870,0.9934,0.9807,0.9828,0.9410,0.9788","0.0232,0.0227,0.0117,0.0094,0.0051,0.0151,0.0291,0.0006,0.1199,0.0048,0.0110,0.0083,0.0067,0.0217,0.0046,0.0006,0.0123,0.0110,0.0401,0.0105"
0.4,0.8,bt_laplace_bald,0.7715835793764757,0.06461947646229908,24,17,9,10,41,0,0,"0.7925,0.7885,0.8224,0.7690,0.8439,0.7809,0.7409,0.7325,0.8086,0.8285,0.7481,0.7323,0.7616,0.7405,0.7487,0.7810,0.7586,0.7613,0.7542,0.7716","0.0430,0.0430,0.0369,0.0124,0.0327,0.0507,0.0441,0.0385,0.0497,0.0518,0.0670,0.0726,0.0718,0.0808,0.0825,0.0688,0.0772,0.0928,0.0536,0.0646"
0.4,0.8,bt_laplace_bald_k,0.7114030279613357,0.1019561996326425,29,31,11,11,60,0,82,"0.7571,0.7730,0.7782,0.7376,0.8242,0.7211,0.7326,0.8371,0.7882,0.7339,0.7472,0.7583,0.7378,0.7367,0.7859,0.7453,0.7246,0.7143,0.7231,0.7114","0.0770,0.0636,0.0514,0.0861,0.1054,0.0761,0.0181,0.0666,0.0607,0.0923,0.0813,0.0740,0.0838,0.0707,0.0624,0.0670,0.0748,0.0992,0.0965,0.1020"
0.4,0.8,bt_laplace_bald_random,0.6863952076274061,0.06494581838304674,22,23,8,7,60,15,0,"0.8550,0.8583,0.8450,0.7748,0.8044,0.7970,0.7726,0.8084,0.7648,0.7337,0.7067,0.7224,0.7570,0.7097,0.7491,0.7326,0.7143,0.6793,0.6964,0.6864","0.0298,0.0554,0.0592,0.0786,0.0475,0.0957,0.1043,0.0875,0.0841,0.0789,0.1120,0.0963,0.0611,0.0344,0.0158,0.0539,0.0554,0.0763,0.0780,0.0649"
0.4,0.8,bt_laplace_bald_left,0.6683465188368359,0.052741727003064454,18,25,10,7,60,17,0,"0.7622,0.8175,0.7960,0.7367,0.7201,0.7076,0.6586,0.6563,0.6606,0.6945,0.6790,0.6386,0.7450,0.8173,0.7113,0.7636,0.6344,0.7046,0.6635,0.6683","0.0680,0.0686,0.0398,0.0608,0.0213,0.0319,0.0163,0.0645,0.0434,0.0654,0.0473,0.0459,0.0864,0.0611,0.0597,0.0329,0.0351,0.0102,0.0400,0.0527"
0.6,0.0,multiframe,0.9894548072481107,0.004099093349854787,10,11,39,0,21,0,0,"0.8717,0.7442,0.8515,0.8380,0.8907,0.9433,0.9821,0.9038,0.9127,0.9319,0.9125,0.8806,0.9788,0.9958,0.9399,0.9599,0.9672,0.9830,0.9906,0.9895","0.0205,0.0958,0.0398,0.0670,0.0389,0.0335,0.0110,0.0378,0.0447,0.0248,0.0686,0.0927,0.0100,0.0012,0.0396,0.0300,0.0220,0.0086,0.0051,0.0041"
0.6,0.0,bt_laplace_bald,0.7137808025475737,0.0630527639632475,11,8,41,0,19,0,0,"0.8435,0.8080,0.8328,0.7206,0.6233,0.6243,0.6338,0.6637,0.6390,0.6242,0.6592,0.5950,0.6076,0.5939,0.6121,0.6514,0.6784,0.6845,0.7007,0.7138","0.0671,0.0748,0.0270,0.0947,0.0757,0.0862,0.0660,0.0623,0.0823,0.0803,0.0851,0.0554,0.0319,0.0423,0.0539,0.0493,0.0457,0.0668,0.0697,0.0631"
0.6,0.0,bt_laplace_bald_k,0.60790036086379,0.03678965640358801,29,31,143,0,60,0,203,"0.8302,0.7690,0.7766,0.6963,0.7081,0.7381,0.7682,0.7315,0.7440,0.6954,0.7041,0.7102,0.7230,0.7154,0.7083,0.7313,0.6721,0.6856,0.6345,0.6079","0.0520,0.0804,0.0983,0.0629,0.0290,0.0252,0.0390,0.0329,0.0684,0.0793,0.0935,0.0890,0.0853,0.0907,0.0561,0.0734,0.0829,0.0637,0.0487,0.0368"
0.6,0.0,bt_laplace_bald_random,0.9298181231584532,0.014211018237111949,16,7,37,0,60,37,0,"0.7741,0.7885,0.7812,0.6937,0.7174,0.7192,0.7317,0.6934,0.7703,0.7680,0.7804,0.7298,0.7587,0.7652,0.7535,0.8207,0.8998,0.9183,0.9295,0.9298","0.0660,0.0519,0.0339,0.0766,0.0890,0.1123,0.1144,0.0906,0.0836,0.0876,0.0613,0.0824,0.0513,0.0902,0.0946,0.0554,0.0256,0.0102,0.0104,0.0142"
0.6,0.0,bt_laplace_bald_left,0.820906077094187,0.0817893522745991,4,11,45,0,60,45,0,"0.7944,0.7678,0.7123,0.6910,0.7362,0.8100,0.8422,0.8901,0.8796,0.8760,0.9029,0.9215,0.9018,0.8853,0.8838,0.9122,0.8875,0.8792,0.8212,0.8209","0.0682,0.0630,0.0823,0.0639,0.0971,0.0690,0.0802,0.0422,0.0486,0.0603,0.0284,0.0028,0.0239,0.0363,0.0214,0.0049,0.0275,0.0608,0.0944,0.0818"
0.6,0.2,multiframe,0.9806163232281487,0.013580160405967571,13,15,28,4,28,0,0,"0.7304,0.7349,0.8797,0.7829,0.8931,0.9267,0.9670,0.9798,0.9780,0.9598,0.9793,0.9855,0.9817,0.9922,0.9935,0.9904,0.9885,0.9921,0.9948,0.9806","0.0781,0.1298,0.0376,0.1007,0.0494,0.0484,0.0191,0.0086,0.0061,0.0111,0.0082,0.0067,0.0068,0.0017,0.0015,0.0045,0.0034,0.0030,0.0019,0.0136"
0.6,0.2,bt_laplace_bald,0.5074905144698515,0.02860721792688714,8,10,41,1,18,0,0,"0.7485,0.7314,0.7114,0.6895,0.6319,0.6906,0.6655,0.6447,0.5373,0.4825,0.4735,0.4692,0.4844,0.4965,0.4511,0.4867,0.4889,0.4771,0.5029,0.5075","0.0570,0.0623,0.0573,0.0915,0.0377,0.0594,0.0478,0.0575,0.0193,0.0343,0.0707,0.0551,0.0477,0.0487,0.0492,0.0339,0.0441,0.0258,0.0219,0.0286"
0.6,0.2,bt_laplace_bald_k,0.68013846281015,0.08146869605685873,27,33,129,6,60,0,195,"0.7276,0.7361,0.7573,0.6951,0.7317,0.6966,0.7137,0.6219,0.6739,0.6418,0.5883,0.6295,0.5780,0.5750,0.6260,0.6317,0.5673,0.7086,0.6623,0.6801","0.0422,0.0447,0.0494,0.0312,0.0186,0.0319,0.0202,0.0440,0.0393,0.0753,0.0554,0.0631,0.0787,0.0473,0.0474,0.0597,0.0521,0.0743,0.0630,0.0815"
0.6,0.2,bt_laplace_bald_random,0.6689766955756288,0.09355047336484013,14,6,38,2,60,40,0,"0.7204,0.7503,0.7653,0.7404,0.6731,0.7294,0.6624,0.5898,0.7159,0.5649,0.5684,0.6542,0.6262,0.6059,0.6947,0.6787,0.7003,0.7109,0.7561,0.6690","0.0566,0.0635,0.0260,0.0224,0.0577,0.0997,0.0810,0.0638,0.0265,0.0365,0.0320,0.0554,0.0506,0.0744,0.0748,0.0325,0.1029,0.1242,0.0756,0.0936"
0.6,0.2,bt_laplace_bald_left,0.7690044322747897,0.08318649317905269,8,10,39,3,60,42,0,"0.6916,0.7124,0.5651,0.5776,0.6552,0.7264,0.7315,0.7708,0.7774,0.8150,0.8028,0.8229,0.8463,0.8030,0.8325,0.8868,0.8801,0.8508,0.8342,0.7690","0.0628,0.0294,0.0381,0.0336,0.0610,0.0294,0.0696,0.0755,0.0710,0.0579,0.0773,0.0789,0.0346,0.0434,0.0215,0.0164,0.0275,0.0572,0.0981,0.0832"
0.6,0.4,multiframe,0.9811077011357302,0.012451524729780216,8,15,33,4,23,0,0,"0.7457,0.9272,0.8388,0.8275,0.8959,0.7192,0.9193,0.9363,0.9383,0.9774,0.9849,0.9788,0.9848,0.9824,0.9789,0.9851,0.9925,0.9852,0.9935,0.9811","0.0791,0.0291,0.0937,0.0855,0.0688,0.1862,0.0183,0.0233,0.0191,0.0056,0.0037,0.0076,0.0105,0.0065,0.0078,0.0109,0.0054,0.0089,0.0010,0.0125"
0.6,0.4,bt_laplace_bald,0.5900370426841876,0.07708875854229275,9,8,41,2,17,0,0,"0.7805,0.7683,0.7164,0.6998,0.6404,0.6655,0.6764,0.7109,0.5824,0.6055,0.5949,0.5910,0.6314,0.6036,0.5831,0.5691,0.5653,0.5424,0.5682,0.5900","0.0506,0.0682,0.0590,0.0935,0.0443,0.0477,0.0546,0.0488,0.0483,0.0894,0.1323,0.1068,0.0723,0.0793,0.0972,0.0726,0.0801,0.0534,0.0540,0.0771"
0.6,0.4,bt_laplace_bald_k,0.6649855848880536,0.08361963990046756,28,32,128,8,60,0,196,"0.7609,0.7749,0.7993,0.7290,0.7472,0.7462,0.7613,0.6540,0.6642,0.6294,0.5869,0.6074,0.6642,0.6082,0.6484,0.6606,0.5933,0.6904,0.6722,0.6650","0.0451,0.0473,0.0504,0.0453,0.0236,0.0365,0.0535,0.0629,0.0316,0.0652,0.0543,0.0467,0.0565,0.0369,0.0390,0.0481,0.0496,0.0751,0.0596,0.0836"
0.6,0.4,bt_laplace_bald_random,0.7452286064098458,0.07172449956018209,16,6,35,3,60,38,0,"0.7724,0.8108,0.7977,0.7251,0.7789,0.8469,0.7949,0.7107,0.7784,0.6931,0.6887,0.7772,0.7748,0.6532,0.7108,0.7040,0.7699,0.7828,0.7996,0.7452","0.0357,0.0402,0.0066,0.0345,0.0455,0.0199,0.0304,0.0839,0.0295,0.0765,0.0774,0.0447,0.0371,0.0517,0.0493,0.0454,0.0617,0.0623,0.0436,0.0717"
0.6,0.4,bt_laplace_bald_left,0.6678325724114355,0.09913243150955643,10,7,36,7,60,43,0,"0.7342,0.7314,0.5818,0.6978,0.7374,0.7504,0.8024,0.7714,0.8903,0.8758,0.8810,0.8361,0.8304,0.8205,0.7833,0.8247,0.8309,0.7583,0.6990,0.6678","0.0587,0.0406,0.0470,0.1060,0.0915,0.0410,0.0641,0.0483,0.0188,0.0431,0.0291,0.0575,0.0604,0.0239,0.0735,0.0744,0.0655,0.0869,0.1176,0.0991"
0.6,0.6,multiframe,0.9964354773875185,0.00041961901895084023,11,10,32,7,21,0,0,"0.7705,0.8825,0.8817,0.9246,0.9286,0.9650,0.9583,0.9406,0.9571,0.9886,0.9773,0.9809,0.9696,0.9549,0.9668,0.9811,0.9944,0.9918,0.9943,0.9964","0.0857,0.0329,0.0109,0.0145,0.0168,0.0095,0.0243,0.0144,0.0219,0.0015,0.0055,0.0118,0.0050,0.0193,0.0249,0.0119,0.0030,0.0048,0.0028,0.0004"
0.6,0.6,bt_laplace_bald,0.6102503183573725,0.07220215971303777,7,7,43,3,14,0,0,"0.7414,0.7254,0.6863,0.6452,0.6494,0.6718,0.7196,0.7411,0.5793,0.6584,0.6035,0.5851,0.6507,0.5826,0.6115,0.6029,0.5945,0.6025,0.5910,0.6103","0.0279,0.0555,0.0498,0.0703,0.0395,0.0426,0.0262,0.0246,0.0488,0.0921,0.1327,0.1068,0.0658,0.0801,0.0988,0.0766,0.0848,0.0712,0.0551,0.0722"
0.6,0.6,bt_laplace_bald_k,0.7145202851560496,0.08833854428594645,31,29,125,13,60,0,198,"0.7268,0.7239,0.7237,0.7155,0.7164,0.7243,0.7481,0.6673,0.6765,0.6978,0.6321,0.6749,0.6997,0.6969,0.6921,0.6757,0.6800,0.7079,0.7045,0.7145","0.0365,0.0409,0.0499,0.0442,0.0275,0.0351,0.0568,0.0647,0.0304,0.0576,0.0413,0.0289,0.0296,0.0467,0.0293,0.0408,0.0331,0.0645,0.0772,0.0883"
0.6,0.6,bt_laplace_bald_random,0.7461083637198594,0.08692085271327891,12,9,35,4,60,39,0,"0.7775,0.7676,0.7976,0.7634,0.8529,0.8319,0.8771,0.9140,0.8937,0.8978,0.8947,0.8821,0.9051,0.8295,0.8220,0.7667,0.8037,0.7879,0.7899,0.7461","0.0394,0.0202,0.0066,0.0599,0.0127,0.0178,0.0057,0.0186,0.0287,0.0172,0.0085,0.0188,0.0328,0.0470,0.0573,0.0961,0.1155,0.1197,0.0821,0.0869"
0.6,0.6,bt_laplace_bald_left,0.7446046835978414,0.1085479407884197,12,8,34,6,60,40,0,"0.6972,0.7256,0.5383,0.6870,0.7674,0.7189,0.8128,0.7114,0.8399,0.8138,0.7985,0.8295,0.8310,0.8399,0.8156,0.8389,0.8559,0.8135,0.7632,0.7446","0.0405,0.0449,0.0527,0.1081,0.0673,0.0631,0.0559,0.0634,0.0227,0.0336,0.0409,0.0546,0.0607,0.0247,0.0865,0.0801,0.0679,0.0929,0.1102,0.1085"
0.6,0.8,multiframe,0.9396511679516432,0.029855179260431765,11,10,33,6,21,0,0,"0.8689,0.9016,0.8780,0.8201,0.8502,0.8962,0.9612,0.8575,0.8966,0.9280,0.9633,0.9609,0.9636,0.9508,0.9107,0.9841,0.9808,0.9861,0.9674,0.9397","0.0083,0.0488,0.0163,0.0561,0.0639,0.0403,0.0108,0.0527,0.0703,0.0368,0.0165,0.0261,0.0079,0.0276,0.0379,0.0033,0.0140,0.0065,0.0121,0.0299"
0.6,0.8,bt_laplace_bald,0.7033425770529811,0.0237077707233831,8,6,41,5,14,0,0,"0.7638,0.7585,0.7762,0.7547,0.6613,0.6338,0.6989,0.6968,0.6171,0.7413,0.7410,0.7066,0.7050,0.6679,0.7353,0.6786,0.7235,0.6948,0.6903,0.7033","0.0099,0.0329,0.0320,0.0264,0.0369,0.0353,0.0367,0.0254,0.0329,0.0301,0.0574,0.0569,0.0492,0.0508,0.0336,0.0199,0.0269,0.0153,0.0326,0.0237"
0.6,0.8,bt_laplace_bald_k,0.6051546276821682,0.004025997707472252,31,29,183,12,60,0,255,"0.8056,0.7124,0.6997,0.7230,0.7091,0.7581,0.7668,0.7423,0.7186,0.7616,0.7049,0.7220,0.6222,0.6305,0.6034,0.6528,0.6659,0.6304,0.6104,0.6052","0.0385,0.0475,0.0602,0.0391,0.0303,0.0227,0.0491,0.0176,0.0159,0.0111,0.0299,0.0096,0.0398,0.0738,0.0566,0.0221,0.0333,0.0148,0.0043,0.0040"
0.6,0.8,bt_laplace_bald_random,0.7874604562675699,0.1054149453074814,15,6,36,3,60,39,0,"0.7859,0.8406,0.7311,0.7641,0.7617,0.7322,0.9008,0.9186,0.8899,0.8233,0.8951,0.8967,0.9033,0.8256,0.8144,0.7690,0.7977,0.7881,0.8046,0.7875","0.0341,0.0436,0.0494,0.0599,0.0684,0.0987,0.0238,0.0207,0.0257,0.0436,0.0086,0.0307,0.0313,0.0438,0.0516,0.0976,0.1127,0.1198,0.0906,0.1054"
0.6,0.8,bt_laplace_bald_left,0.6511011813508158,0.0795105073139008,7,6,42,5,60,47,0,"0.7589,0.7635,0.5848,0.7508,0.7552,0.7240,0.7949,0.7685,0.7360,0.7847,0.7936,0.8712,0.8376,0.7562,0.6951,0.7182,0.6888,0.7053,0.7023,0.6511","0.0121,0.0580,0.0466,0.0812,0.0498,0.0491,0.0330,0.0389,0.0628,0.0539,0.0315,0.0435,0.0535,0.0136,0.0376,0.0321,0.0047,0.0482,0.0988,0.0795"
0.8,0.0,multiframe,0.7267740930392169,0.10539653170728931,0,0,60,0,0,0,0,"0.7455,0.8238,0.7437,0.8650,0.7920,0.7876,0.7781,0.7948,0.8069,0.7978,0.7572,0.7680,0.7819,0.7528,0.7927,0.7203,0.7183,0.7588,0.7211,0.7268","0.0609,0.0651,0.0808,0.0148,0.0692,0.0723,0.0756,0.0429,0.0430,0.0933,0.0932,0.0906,0.0888,0.0583,0.0463,0.1050,0.0682,0.0910,0.0691,0.1054"
0.8,0.0,bt_laplace_bald,0.8007357215998044,0.06706470157270115,0,0,60,0,0,0,0,"0.8015,0.8166,0.7948,0.8131,0.8000,0.7944,0.8097,0.7839,0.8119,0.7866,0.8147,0.8047,0.7927,0.8165,0.8019,0.7917,0.8169,0.7983,0.8050,0.8007","0.0641,0.0633,0.0712,0.0533,0.0585,0.0658,0.0736,0.0767,0.0571,0.0754,0.0636,0.0615,0.0666,0.0645,0.0667,0.0800,0.0658,0.0758,0.0686,0.0671"
0.8,0.0,bt_laplace_bald_k,0.796951301897189,0.0632588457853155,7,8,1485,0,15,0,1500,"0.7926,0.8135,0.7997,0.8031,0.8164,0.8190,0.7939,0.8063,0.7975,0.7929,0.7787,0.7995,0.8012,0.8214,0.8014,0.7979,0.8051,0.8048,0.7995,0.7970","0.0587,0.0527,0.0672,0.0682,0.0612,0.0654,0.0725,0.0658,0.0636,0.0685,0.0703,0.0633,0.0594,0.0560,0.0665,0.0541,0.0697,0.0633,0.0734,0.0633"
0.8,0.0,bt_laplace_bald_random,0.6803907247250415,0.08930225492250611,0,0,60,0,60,60,0,"0.7655,0.8872,0.8742,0.8704,0.7508,0.6369,0.6318,0.6873,0.7172,0.7103,0.6544,0.6975,0.6806,0.7177,0.7006,0.7142,0.6307,0.7274,0.7174,0.6804","0.0704,0.0368,0.0814,0.0121,0.0757,0.0832,0.0475,0.0772,0.0935,0.0977,0.1016,0.0900,0.0894,0.0879,0.0557,0.0684,0.0553,0.0779,0.0771,0.0893"
0.8,0.0,bt_laplace_bald_left,0.7634204617241803,0.07204995215591464,0,0,60,0,60,60,0,"0.7835,0.7102,0.7708,0.6997,0.8269,0.7940,0.8092,0.7770,0.7608,0.8287,0.7730,0.7430,0.7655,0.7901,0.8324,0.7654,0.7191,0.8141,0.7448,0.7634","0.0484,0.0583,0.0388,0.0242,0.0353,0.1021,0.0894,0.0616,0.0835,0.0705,0.0138,0.1027,0.0686,0.0703,0.0331,0.0728,0.1196,0.0746,0.1093,0.0720"
0.8,0.2,multiframe,0.7241127961935766,0.10402326963781136,0,0,60,0,0,0,0,"0.7703,0.7928,0.7203,0.8632,0.7822,0.7816,0.7772,0.7786,0.8225,0.7574,0.7381,0.7681,0.7883,0.7943,0.8027,0.7395,0.7604,0.7712,0.8065,0.7241","0.0783,0.0561,0.0673,0.0133,0.0622,0.0696,0.0752,0.0298,0.0514,0.0732,0.0802,0.0907,0.0915,0.0792,0.0538,0.1159,0.0887,0.0992,0.0832,0.1040"
0.8,0.2,bt_laplace_bald,0.8094331685167221,0.07152935110668802,0,0,60,0,0,0,0,"0.8021,0.8110,0.7963,0.8185,0.8124,0.8045,0.8114,0.7865,0.8207,0.7933,0.8187,0.8134,0.8019,0.8192,0.8020,0.7938,0.8174,0.8043,0.8135,0.8094","0.0645,0.0602,0.0720,0.0566,0.0667,0.0719,0.0745,0.0781,0.0623,0.0792,0.0657,0.0660,0.0715,0.0658,0.0667,0.0812,0.0661,0.0789,0.0732,0.0715"
0.8,0.2,bt_laplace_bald_k,0.7970913209978487,0.06333871571783149,4,6,1489,1,10,0,1500,"0.8054,0.8191,0.8060,0.8019,0.8245,0.8156,0.8004,0.8095,0.8072,0.7969,0.7871,0.8134,0.8084,0.8200,0.8185,0.8086,0.8020,0.8096,0.7960,0.7971","0.0654,0.0563,0.0705,0.0675,0.0654,0.0634,0.0760,0.0674,0.0688,0.0706,0.0752,0.0715,0.0636,0.0552,0.0752,0.0609,0.0679,0.0659,0.0715,0.0633"
