tau,tau_prime,method,trial,timestep,cos_sim,l1_error,holdout_ll,n_left,n_right,n_indifferent,n_incomparable,n_attempts
0.0,0.0,multiframe,4,2,0.6302891851147673,1.00204776651898,0.6882266470207727,,,,,
0.0,0.0,multiframe,4,3,0.8412016128642194,0.7384657431685966,0.6889122946443709,,,,,
0.0,0.0,multiframe,4,4,0.5943719123287164,1.0163027485127247,0.7111043176606185,,,,,
0.0,0.0,multiframe,4,5,0.7712370462481577,0.8483262059811774,0.6871878457925561,,,,,
0.0,0.0,multiframe,4,6,0.7809652193827086,0.8269339274773929,0.6941557878001828,,,,,
0.0,0.0,multiframe,4,7,0.5702642248042563,1.0829705712769586,0.7143125814416215,,,,,
0.0,0.0,multiframe,4,8,0.6777858257946127,0.9485585403011101,0.6991306847114873,,,,,
0.0,0.0,multiframe,4,9,0.6541645721320717,0.9769054188567424,0.7035290718760027,,,,,
0.0,0.0,multiframe,4,10,0.7006237473935334,0.9498400196334978,0.6926374479611199,,,,,
0.0,0.0,multiframe,4,11,0.7144691428435093,0.929885969112549,0.6885565373078701,,,,,
0.0,0.0,multiframe,4,12,0.7137458438063639,0.8772262063052654,0.7079539983542692,,,,,
0.0,0.0,multiframe,4,13,0.6568496931278118,0.937684545212823,0.6956489926698797,,,,,
0.0,0.0,multiframe,4,14,0.6917706973985407,0.9419647393061186,0.7073662223825781,,,,,
0.0,0.0,multiframe,4,15,0.6077912470416014,1.047031416594748,0.7004562109806547,,,,,
0.0,0.0,multiframe,4,16,0.706097840296561,0.9156458420121203,0.6798078579445973,,,,,
0.0,0.0,multiframe,4,17,0.786932669040564,0.8413225848526601,0.6885622507006322,,,,,
0.0,0.0,multiframe,4,18,0.79175842329495,0.8271017177116959,0.6997951654779189,,,,,
0.0,0.0,multiframe,4,19,0.35363167803865986,1.2689209292006585,0.6978597884014919,,,,,
0.0,0.0,multiframe,4,20,0.6303978006970836,1.0042105798471808,0.7191687188218618,,,,,
0.0,0.0,multiframe,4,21,0.7730792081573654,0.8510485894567174,0.6918492571353048,,,,,
0.0,0.0,multiframe,4,22,0.680390727385451,0.9524479986417304,0.7052817083423306,,,,,
0.0,0.0,multiframe,4,23,0.8804425658298457,0.7013667024225279,0.6869964600417424,,,,,
0.0,0.0,multiframe,4,24,0.5854134685498548,1.053644074579805,0.7151619264695769,,,,,
0.0,0.0,multiframe,4,25,0.646390392949873,0.9907314249915958,0.6981960382679857,,,,,
0.0,0.0,multiframe,4,26,0.8510211367209688,0.7132820858513175,0.6903738208943564,,,,,
0.0,0.0,multiframe,4,27,0.6664933971185877,0.9811910823110068,0.7022796004336139,,,,,
0.0,0.0,multiframe,4,28,0.760446010451796,0.8222779268913799,0.7099103410505393,,,,,
0.0,0.0,multiframe,4,29,0.6865567609673797,0.9485376089107987,0.701916296462266,,,,,
0.0,0.0,multiframe,4,30,0.6957785183413149,0.9360353743665415,0.6788562118821612,,,,,
0.0,0.0,multiframe,4,31,0.8279301878817519,0.7506030455233932,0.6823258980359822,,,,,
0.0,0.0,multiframe,4,32,0.6984113708706111,0.9519388207641404,0.6981379700637836,,,,,
0.0,0.0,multiframe,4,33,0.8314713816977437,0.7464744065421423,0.6880429965829271,,,,,
0.0,0.0,multiframe,4,34,0.8725681034051784,0.6922970156513161,0.6956785576387655,,,,,
0.0,0.0,multiframe,4,35,0.9940172296438384,0.17063454573322806,0.6860131669866114,,,,,
0.0,0.0,multiframe,4,36,0.7533842454097421,0.8845833272308963,0.7032760025999792,,,,,
0.0,0.0,multiframe,4,37,0.5216153108252334,1.1165006974220437,0.7220194316231509,,,,,
0.0,0.0,multiframe,4,38,0.7368042386723334,0.8900461922008207,0.7060316254680338,,,,,
0.0,0.0,multiframe,4,39,0.7948969050959146,0.7635853738800656,0.7026914282142829,,,,,
0.0,0.0,multiframe,4,40,0.7064830406255853,0.9329848200448334,0.7092014100623432,,,,,
0.0,0.0,multiframe,4,41,0.6762510963925631,0.9472904306365285,0.7140400456241823,,,,,
0.0,0.0,multiframe,4,42,0.8385592430237196,0.7306035373899915,0.7222874506342609,,,,,
0.0,0.0,multiframe,4,43,0.6657705680375707,0.98735128985981,0.7160299644007462,,,,,
0.0,0.0,multiframe,4,44,0.7425485777337132,0.8780609605696774,0.7150108510059744,,,,,
0.0,0.0,multiframe,4,45,0.9718509543199108,0.37437501327305656,0.7066415094232785,,,,,
0.0,0.0,multiframe,4,46,0.6137020683477992,1.001671409230669,0.7080523640500952,,,,,
0.0,0.0,multiframe,4,47,0.5969143826737004,1.0500364463181495,0.7125033752064428,,,,,
0.0,0.0,multiframe,4,48,0.940489463396632,0.509118063300192,0.6777347115478669,,,,,
0.0,0.0,multiframe,4,49,0.7930935061822353,0.8155924955923302,0.7034767969679843,,,,,
0.0,0.0,multiframe,4,50,0.6844854388135527,0.9329029896733623,0.6934018565117702,,,,,
0.0,0.0,multiframe,4,-1,0.6844854388135527,0.9329029896733623,0.6934018565117702,24.0,26.0,0.0,0.0,50.0
0.0,0.0,bt_laplace_bald,0,1,0.6328340952758286,0.8945230195678068,1.8286928291394693,,,,,
0.0,0.0,bt_laplace_bald,0,2,0.40974182260335484,1.0703249534902637,2.2120188635149125,,,,,
0.0,0.0,bt_laplace_bald,0,3,0.3326957360072861,1.3566452286496662,2.240957203356366,,,,,
0.0,0.0,bt_laplace_bald,0,4,0.5110955496491636,1.1420256848176504,1.8951944690038867,,,,,
0.0,0.0,bt_laplace_bald,0,5,0.5378832781784428,1.1476444972713769,1.8541681086743542,,,,,
0.0,0.0,bt_laplace_bald,0,6,0.41600403873604874,1.228684369972076,2.0387627841817197,,,,,
0.0,0.0,bt_laplace_bald,0,7,0.5566722113076124,1.0119782188621138,1.8359352650061644,,,,,
0.0,0.0,bt_laplace_bald,0,8,0.4393788084031734,1.1898089089705988,2.0337932012503024,,,,,
0.0,0.0,bt_laplace_bald,0,9,0.4543229992451472,1.1649058710981126,2.011591028968215,,,,,
0.0,0.0,bt_laplace_bald,0,10,0.4234350916351646,1.25632954537457,2.045215621938573,,,,,
0.0,0.0,bt_laplace_bald,0,11,0.4614039023383547,1.1900382415610462,1.979726994865458,,,,,
0.0,0.0,bt_laplace_bald,0,12,0.5173310011439307,1.162319358367021,1.8808177479688108,,,,,
0.0,0.0,bt_laplace_bald,0,13,0.46789983670667906,1.1918668900842964,1.5438782925799501,,,,,
0.0,0.0,bt_laplace_bald,0,14,0.4911148675493909,1.1694219152559784,1.3038299169019956,,,,,
0.0,0.0,bt_laplace_bald,0,15,0.4889048102627863,1.1487377205560856,1.5791669075993544,,,,,
0.0,0.0,bt_laplace_bald,0,16,0.5339277933393752,1.141695196031117,0.9796437211537004,,,,,
0.0,0.0,bt_laplace_bald,0,17,0.5443539705571214,1.154694484396431,0.9942835978258013,,,,,
