personID,food,size_A,access_A,income_A,poverty_A,last_donation_A,total_donation_A,dist_A,size_B,access_B,income_B,poverty_B,last_donation_B,total_donation_B,dist_B,num_Q,AorB
R4,1,4,2,3,0,2,69,2,1,0,3,1,7,48,3,4,B
R4,1,4,0,3,0,1,14,1,0,2,3,1,12,72,0,5,B
R4,1,4,0,0,2,2,71,1,0,0,5,0,9,19,2,6,A
R4,0,1,2,0,0,1,1,3,0,0,3,1,11,83,3,7,A
R4,0,0,0,2,3,11,67,1,3,1,2,0,1,11,3,8,A
R4,1,1,0,4,0,6,90,3,3,1,4,0,2,3,2,9,B
R4,0,2,2,0,1,8,8,0,4,1,4,1,7,63,2,10,A
R4,1,4,0,3,1,3,20,3,3,0,1,0,12,51,2,11,B
R4,1,2,1,5,0,4,39,1,2,1,1,2,5,76,0,12,B
R4,1,1,1,5,1,7,84,0,0,1,2,2,0,0,2,13,B
R4,1,0,1,5,0,12,70,1,2,1,0,1,1,71,3,14,B
R4,0,1,0,2,3,12,38,0,0,0,0,2,0,0,3,15,B
R4,1,0,2,5,0,11,39,2,0,0,1,0,11,63,0,16,A
R4,1,0,0,5,0,12,61,1,0,2,5,1,7,52,0,17,B
R4,1,2,2,2,0,11,10,3,1,1,1,4,2,81,3,18,A
R4,0,1,1,1,2,12,24,2,3,1,0,4,9,62,3,19,B
R4,1,4,0,3,0,1,4,0,2,0,1,3,7,34,2,20,B
R4,1,4,0,2,2,11,58,1,3,0,4,0,11,86,2,21,A
R4,1,4,2,2,0,6,42,0,2,0,1,0,1,83,3,22,A
R4,0,4,0,1,4,3,25,1,2,1,5,1,10,14,3,23,A
R4,1,2,2,3,0,8,89,1,2,0,0,2,12,68,3,24,B
R4,1,3,1,5,1,3,87,2,3,0,2,3,9,87,2,25,B
R4,0,3,0,3,1,3,77,3,2,2,2,2,4,30,3,26,B
R4,1,3,1,2,3,6,50,2,0,1,1,2,4,74,0,27,A
R4,1,0,0,3,0,5,52,2,0,0,3,1,7,90,0,28,B
R4,1,2,1,3,0,6,30,1,2,0,1,4,1,20,2,29,B
R4,0,1,1,1,1,6,8,0,3,0,3,1,7,28,2,30,A
R4,1,3,2,2,1,6,30,0,2,0,5,0,5,48,1,31,A
R4,0,4,2,4,0,0,0,3,4,1,3,1,6,64,0,32,A
R4,1,4,1,1,2,8,88,2,2,0,0,4,7,24,1,33,B
R4,1,4,1,1,3,12,50,1,4,2,3,1,6,22,2,34,A
R4,0,4,2,5,1,12,17,1,1,0,2,1,3,30,1,35,A
R4,0,2,0,0,1,4,62,1,2,1,4,0,6,84,1,36,A
R4,1,0,2,5,0,2,60,0,4,2,3,1,10,47,1,37,B
R4,1,3,1,3,1,12,66,1,1,1,3,0,12,68,3,38,A
R4,0,1,2,2,1,8,19,0,2,0,3,1,9,21,2,39,A
R4,1,2,1,2,0,8,85,0,2,1,0,1,6,59,2,40,B
R4,0,3,0,4,1,0,0,1,3,1,4,0,10,72,0,41,A
R4,0,2,0,0,6,6,24,3,3,0,4,1,0,0,3,42,A
R4,0,2,1,4,0,2,70,1,2,2,0,3,2,15,0,43,B
R4,0,0,0,2,0,5,63,2,2,1,2,0,6,48,0,44,B
R4,1,2,0,2,0,0,0,3,2,2,5,1,11,46,0,45,B
R5,0,2,1,1,0,7,34,2,2,1,4,0,6,50,3,1,A
R5,0,4,1,1,3,0,0,0,0,2,1,0,0,0,1,2,A
R5,0,4,0,0,2,9,2,2,1,0,1,4,3,14,1,3,A
R5,1,1,1,1,1,7,29,0,4,0,4,1,7,21,3,4,A
R5,0,4,1,3,1,0,0,2,1,0,4,0,2,90,3,5,A
R5,1,4,2,1,2,3,8,2,4,0,1,0,2,37,3,6,A
R5,0,0,1,4,1,8,48,1,4,0,1,2,5,84,2,7,A
R5,0,4,1,0,5,12,3,3,1,2,4,0,5,22,1,8,A
R5,1,2,2,3,0,11,60,1,0,1,3,1,2,79,0,9,A
R5,0,4,1,5,0,8,24,0,3,1,5,1,3,5,3,10,A
R5,0,3,0,2,2,3,79,0,2,2,5,1,11,86,3,11,A
R5,0,1,0,2,0,8,82,1,3,1,3,0,12,19,3,12,B
R5,1,2,2,1,0,7,22,3,2,1,4,1,4,82,0,13,B
R5,1,4,1,0,1,1,83,1,1,0,4,1,4,11,1,14,B
R5,1,0,1,4,1,1,65,0,1,1,3,1,2,61,3,15,A
R5,1,1,1,4,1,6,60,3,2,0,3,0,2,82,2,16,A
R5,1,2,2,4,0,9,21,2,1,2,2,1,9,13,1,17,B
R5,0,3,0,5,1,0,0,0,2,1,0,3,8,42,3,18,A
R5,1,3,1,1,2,0,0,2,1,2,5,1,4,5,1,19,A
R5,0,1,0,1,3,0,0,2,1,0,2,0,9,35,2,20,A
R5,0,1,0,2,0,0,0,3,4,2,1,3,12,49,2,21,B
R5,1,4,0,1,1,11,79,1,2,0,5,1,7,33,2,22,A
R5,1,0,1,0,2,3,51,2,0,2,1,4,6,30,1,23,B
R5,1,2,0,3,1,10,71,0,4,0,3,1,9,63,1,24,A
R5,0,2,1,0,0,3,36,2,2,2,4,0,7,58,3,25,A
R5,1,2,0,1,3,12,10,3,1,0,5,0,7,16,2,26,B
R5,0,0,0,3,1,7,77,2,2,2,2,3,6,36,2,27,B
R5,0,3,2,5,1,1,36,3,0,2,1,3,1,9,2,28,A
R5,1,4,1,3,1,0,0,2,3,0,1,3,11,61,0,29,A
R5,0,2,0,5,1,6,46,3,2,2,3,0,2,84,0,30,B
R5,1,3,0,0,2,0,0,0,1,1,1,4,5,22,1,31,A
R5,0,1,1,3,1,0,0,2,4,1,0,3,12,80,3,32,A
R5,1,2,0,1,4,12,16,0,4,2,4,0,5,87,2,33,A
R5,1,0,1,0,6,2,57,2,4,2,5,1,7,29,0,34,B
R5,1,0,2,2,0,3,5,1,1,0,3,0,1,54,1,35,A
R5,1,1,2,0,3,9,41,2,3,1,2,2,1,28,1,36,A
R5,0,3,0,3,0,5,45,1,4,1,0,2,2,53,0,37,A
R5,1,1,1,2,2,5,64,0,1,2,2,2,9,36,3,38,A
R5,0,3,0,0,4,12,15,1,0,1,2,1,0,0,0,39,B
R5,0,4,1,4,0,9,59,3,2,0,5,1,0,0,1,40,B
R5,1,0,1,1,4,2,60,1,0,0,1,1,11,20,1,41,B
R5,0,0,2,0,4,6,38,2,3,1,3,0,4,37,0,42,B
R5,0,1,0,5,0,9,85,2,1,2,5,0,9,46,3,43,A
R5,0,1,2,5,0,3,29,1,4,1,4,0,2,50,3,44,B
R5,0,4,2,0,5,4,85,2,3,1,0,6,9,74,1,45,B
R6,0,1,1,1,4,6,9,1,3,2,4,0,1,89,3,1,A
R6,0,0,1,3,1,2,17,1,4,0,5,0,0,0,2,2,A
R6,1,2,1,3,0,4,18,3,3,0,2,1,0,0,2,3,A
R6,0,3,0,2,3,2,33,2,3,2,1,1,12,34,3,4,B
R6,0,1,0,3,1,12,31,3,0,2,3,1,0,0,0,5,B
R6,1,1,2,3,1,8,44,3,0,0,2,1,10,43,2,6,B
R6,0,2,2,2,0,10,76,0,3,0,4,0,12,7,1,7,A
R6,1,2,1,1,2,1,49,1,2,2,1,2,12,62,1,8,B
R6,0,2,2,1,1,11,65,1,1,2,4,0,10,36,0,9,A
R6,1,1,1,0,5,8,82,0,1,2,0,2,10,81,0,10,B
R6,0,2,1,0,6,3,4,1,4,2,3,0,1,24,3,11,A
R6,0,3,0,4,0,12,30,2,3,1,2,0,5,22,0,12,B
R6,0,3,2,1,3,8,1,2,0,1,2,1,9,48,1,13,A
R6,1,2,1,3,1,9,48,3,1,2,4,0,5,60,0,14,A
R6,0,0,2,3,1,1,69,0,1,1,1,4,5,37,0,15,B
R6,0,3,2,2,3,12,16,2,2,0,1,1,1,84,0,16,A
R6,1,3,0,5,0,0,0,2,3,2,3,1,6,87,0,17,B
R6,1,0,0,1,3,10,68,2,2,2,5,0,6,25,0,18,A
R6,1,1,0,1,0,1,87,0,2,0,2,3,2,57,2,19,A
R6,1,2,1,4,0,3,55,0,1,2,1,0,1,58,0,20,B
R6,0,1,0,2,3,1,26,2,0,1,1,3,7,13,3,21,B
R6,0,3,2,5,0,1,45,3,4,1,0,4,0,0,3,22,B
R6,1,2,1,0,2,7,9,0,3,2,5,1,11,65,2,23,A
R6,1,2,1,1,4,1,60,0,2,1,5,1,1,25,2,24,A
R6,0,0,1,2,1,0,0,1,2,2,1,2,10,88,2,25,B
R6,1,1,2,4,1,4,60,0,4,2,4,1,12,3,1,26,A
R6,1,3,2,3,0,0,0,3,3,2,3,0,2,15,1,27,A
R6,1,1,2,5,0,3,55,2,0,2,3,1,4,38,2,28,B
R6,1,4,0,2,0,3,40,1,2,1,1,1,11,32,3,29,B
R6,0,0,0,2,1,9,59,0,4,1,1,3,7,57,0,30,B
R6,1,3,1,4,0,8,61,2,1,2,1,3,1,63,1,31,B
R6,1,4,0,0,3,4,65,0,3,1,0,6,11,13,3,32,B
R6,0,2,2,5,0,0,0,1,0,2,1,1,4,63,3,33,B
R6,1,4,2,4,1,4,74,3,4,0,0,4,10,82,0,34,B
R6,1,1,2,3,1,0,0,3,0,0,3,0,10,90,3,35,A
R6,0,4,0,2,0,0,0,1,0,2,4,0,6,52,0,36,A
R6,0,1,0,5,1,2,35,3,3,1,2,3,8,60,3,37,B
R6,0,0,1,3,1,4,26,3,4,2,1,4,0,0,1,38,B
R6,1,3,1,5,1,5,76,1,4,0,1,3,7,69,3,39,B
R6,1,1,2,2,3,10,74,2,3,1,3,0,3,18,2,40,A
R6,0,2,1,3,0,10,15,3,3,1,3,1,0,0,1,41,B
R6,0,2,0,3,0,12,16,3,1,2,5,0,8,35,3,42,A
R6,1,1,2,0,4,2,34,2,3,2,4,0,8,49,1,43,A
R6,1,4,2,2,0,10,6,1,2,0,4,1,11,47,2,44,A
R6,0,1,1,4,0,3,37,0,0,1,1,2,11,67,1,45,B
R6,1,2,1,4,0,12,6,3,2,0,2,0,12,1,0,46,B
R6,0,4,1,2,3,2,15,1,1,0,0,7,7,65,0,47,B
R6,0,4,0,2,0,10,85,3,0,2,2,3,1,2,2,48,A
R7,1,4,0,3,1,2,29,0,1,2,1,1,7,22,3,1,A
R7,0,4,0,1,0,0,0,2,2,2,2,0,6,48,2,2,A
R7,1,1,0,4,0,6,53,2,2,2,5,1,1,47,0,3,B
R7,1,4,0,5,0,6,42,3,1,2,3,1,10,1,0,4,B
R7,1,4,0,4,1,0,0,0,2,1,1,1,12,42,3,5,A
R7,0,2,2,3,0,12,10,0,4,2,2,0,0,0,1,6,B
R7,0,0,1,3,0,7,48,0,3,0,3,1,2,88,0,7,A
R7,0,2,0,2,3,6,57,0,1,1,2,0,3,62,2,8,A
R7,0,4,1,1,2,5,67,0,3,1,0,4,7,35,0,9,B
R7,0,0,2,2,1,4,17,0,2,0,0,4,7,50,1,10,A
R7,0,0,0,1,1,0,0,0,2,1,1,2,4,59,2,11,A
R7,1,2,0,3,0,3,25,2,2,1,4,0,0,0,2,12,B
R7,1,4,0,1,1,11,36,0,1,0,1,4,5,1,0,13,B
R7,1,2,0,4,1,2,39,2,2,2,4,1,10,59,1,14,B
R7,1,1,1,1,1,11,60,1,4,2,4,0,5,39,1,15,B
R7,1,0,0,5,0,11,69,2,1,1,5,1,11,25,2,16,B
R7,0,3,0,1,4,1,47,1,3,1,4,0,6,18,2,17,A
R7,1,4,2,3,1,1,52,2,4,0,1,3,9,23,0,18,B
R7,1,1,0,2,1,8,10,0,3,1,4,1,5,24,2,19,A
R7,1,4,0,4,0,9,90,2,2,1,4,0,5,62,1,20,B
R7,1,2,1,5,1,4,29,0,0,1,5,1,2,52,1,21,B
R7,0,2,2,3,0,9,63,0,2,1,2,3,3,87,0,22,B
R7,0,1,2,3,1,7,77,1,2,1,1,2,6,89,1,23,A
R7,0,0,1,5,0,11,43,1,1,2,5,1,5,20,2,24,B
R7,1,3,1,2,1,3,10,2,2,1,0,6,11,18,1,25,B
R7,1,2,2,3,1,8,7,2,4,0,2,2,2,67,1,26,A
R7,1,1,0,0,3,1,59,1,1,1,1,2,6,31,0,27,B
R7,0,1,1,5,0,7,50,1,3,2,1,4,6,33,1,28,B
R7,1,3,2,2,3,1,71,0,4,0,4,1,6,47,0,29,A
R7,1,0,1,1,3,9,42,2,1,2,3,1,11,28,1,30,A
R7,1,2,1,1,2,10,37,1,2,2,2,1,10,33,0,31,B
R7,0,4,1,5,0,12,34,1,0,2,1,3,6,35,1,32,B
R7,1,3,1,2,1,1,79,2,1,0,3,0,3,87,2,33,A
R7,0,0,0,1,4,11,16,2,2,1,5,0,2,25,1,34,A
R7,1,2,0,1,0,9,25,2,2,1,5,0,8,57,2,35,B
R7,1,3,0,5,1,4,66,0,0,1,3,0,4,66,2,36,A
R7,1,1,2,3,1,9,78,0,2,0,5,1,10,15,1,37,A
R7,0,4,0,2,0,2,68,2,4,2,3,1,7,29,2,38,B
R7,1,4,0,5,1,11,5,0,2,1,1,1,10,75,0,39,B
R7,1,4,1,5,0,0,0,2,0,0,0,2,8,37,1,40,A
R7,1,3,1,0,1,12,26,2,3,0,4,1,3,75,0,41,B
R7,0,3,0,4,1,1,86,0,0,1,5,0,2,81,2,42,A
R7,1,0,0,0,5,4,14,2,2,0,0,1,9,19,2,43,A
R7,0,1,2,3,1,7,40,1,4,0,0,0,0,0,2,44,A
R7,1,4,1,5,0,4,81,0,4,2,4,0,7,81,0,45,B
R7,0,2,2,1,4,2,81,0,0,0,3,0,11,83,0,46,A
R7,1,2,1,2,1,11,87,2,2,1,3,0,2,67,1,47,A
R8,0,2,0,4,0,4,84,2,2,2,4,0,7,20,2,1,B
R8,0,0,0,4,0,7,50,0,2,2,1,2,6,70,3,2,A
R8,1,0,2,5,1,8,3,2,1,2,4,1,4,52,2,3,A
R8,1,0,1,1,2,0,0,3,4,1,4,0,6,51,3,4,A
R8,0,2,2,1,1,6,71,2,0,0,2,1,12,42,1,5,B
R8,0,3,2,4,1,7,37,1,1,1,5,1,11,86,3,6,A
R8,1,3,0,0,5,9,35,1,4,2,5,0,4,84,0,7,B
R8,1,1,1,4,1,0,0,3,4,0,5,1,5,89,2,8,A
R8,0,3,0,3,1,8,25,2,2,1,5,1,4,42,1,9,B
R8,1,2,2,5,1,5,24,0,0,1,5,0,8,35,3,10,A
R8,0,2,2,4,0,0,0,2,2,2,2,1,0,0,2,11,A
R8,0,0,1,0,5,2,17,0,0,1,4,1,1,41,3,12,A
R8,1,4,0,4,0,5,76,2,1,1,1,3,7,90,0,13,B
R8,1,2,1,2,1,11,75,3,2,1,5,0,0,0,2,14,B
R8,0,3,1,2,2,8,48,2,3,2,4,1,12,28,1,15,B
R8,0,0,0,3,1,7,1,3,0,1,0,2,10,79,3,16,A
R8,0,1,2,1,3,3,44,3,0,2,5,0,0,0,0,17,B
R8,0,2,2,0,4,7,46,0,4,0,2,3,6,22,1,18,A
R8,1,4,0,1,0,12,43,3,2,1,4,0,11,49,0,19,B
R8,1,0,0,5,0,10,33,0,3,1,2,1,2,11,1,20,A
R8,1,0,2,3,0,0,0,2,1,0,2,2,7,3,2,21,A
R8,1,2,1,1,4,6,24,3,1,2,4,1,11,34,0,22,B
R8,0,3,0,4,0,8,9,1,4,1,3,1,6,5,0,23,B
R8,0,0,0,1,4,4,38,2,1,0,2,3,1,64,1,24,A
R8,1,0,0,5,1,11,36,2,1,2,3,0,0,0,1,25,B
R8,0,4,1,4,1,5,71,1,4,2,4,1,2,74,1,26,B
R8,1,2,0,4,1,7,89,0,4,1,1,2,9,59,1,27,A
R8,0,4,1,1,2,9,46,0,3,0,5,1,12,4,2,28,A
R8,1,2,2,2,1,6,33,3,1,2,1,1,12,87,3,29,B
R8,1,2,1,0,6,0,0,3,3,1,2,3,7,67,0,30,A
R8,1,0,1,3,0,10,84,1,4,1,5,1,0,0,1,31,A
R8,1,3,2,2,3,9,73,0,3,0,2,1,10,26,0,32,A
R8,1,3,1,4,1,11,15,2,4,1,2,0,1,89,3,33,A
R8,1,0,0,1,1,12,76,1,1,0,1,2,7,13,2,34,A
R8,1,3,2,3,0,4,22,2,3,2,4,0,12,10,2,35,B
R8,1,0,2,5,0,3,50,3,2,0,0,7,0,0,1,36,A
R8,1,0,2,5,1,8,16,2,2,2,4,0,6,85,1,37,A
R8,1,0,0,3,0,0,0,2,4,0,5,0,12,36,0,38,A
R8,1,0,0,5,1,7,41,0,1,1,3,0,4,63,3,39,A
R8,1,0,2,0,3,1,38,3,1,1,5,0,3,56,1,40,A
R8,1,2,2,5,1,9,13,1,1,1,5,1,9,14,0,41,B
R8,1,4,1,3,1,12,72,3,0,0,4,0,3,5,2,42,B
R8,0,4,2,4,1,2,29,1,4,2,1,2,7,61,2,43,A
R8,0,4,2,4,1,6,32,0,1,2,5,0,8,59,3,44,B
R8,0,3,0,3,1,0,0,1,2,0,4,1,0,0,3,45,A
R8,1,0,1,2,3,6,17,2,4,2,2,0,8,87,0,46,A
R8,1,1,1,3,1,12,70,2,2,0,0,7,4,19,3,47,B
V1,0,1,1,5,0,1,20,3,0,1,2,2,9,85,1,1,B
V1,1,1,2,2,0,10,12,2,4,1,0,5,9,31,3,2,A
V1,1,4,1,1,3,11,4,0,3,0,0,2,2,63,2,3,A
V1,1,3,2,0,3,1,17,1,3,2,3,1,4,55,3,4,B
V1,1,1,2,4,0,9,76,3,2,2,3,0,12,14,2,5,B
V1,1,3,2,4,1,4,6,0,1,2,5,0,8,87,2,6,A
V1,0,1,0,0,2,10,48,2,0,0,1,4,10,78,0,7,B
V1,0,2,1,4,0,2,77,3,0,1,4,1,0,0,3,8,B
V1,0,2,2,1,2,11,73,1,2,1,0,2,9,23,1,9,A
V1,0,2,1,1,4,4,73,3,0,0,4,1,6,39,1,10,A
V1,0,1,0,2,3,1,89,1,4,0,3,0,6,59,1,11,B
V1,1,0,1,3,0,1,83,0,0,1,4,0,5,72,0,12,B
V1,0,1,1,3,0,12,87,2,1,0,4,0,0,0,2,13,B
V1,1,0,1,0,3,8,77,2,0,1,5,0,7,54,3,14,A
V1,1,4,1,3,1,2,27,0,3,0,2,1,2,11,3,15,A
V1,1,3,0,3,1,10,79,1,0,1,1,4,3,64,1,16,B
V1,1,2,0,4,0,6,38,0,3,2,1,4,4,47,2,17,B
V1,0,1,2,1,3,6,83,0,0,2,0,1,9,14,2,18,B
V1,0,4,1,4,0,9,84,2,2,1,5,1,0,0,0,19,B
V1,0,0,0,4,0,2,42,1,2,1,4,0,11,29,1,20,B
V1,0,3,2,1,4,7,59,2,1,1,4,0,3,51,3,21,A
V1,1,2,0,1,0,5,78,3,3,1,0,1,0,0,2,22,B
V1,1,1,2,2,2,8,41,1,3,2,3,0,2,87,1,23,A
V1,0,1,0,1,1,3,73,3,3,0,1,1,0,0,2,24,B
V1,1,4,1,1,3,2,64,0,2,2,0,4,1,32,2,25,B
V1,1,3,0,2,3,2,3,1,2,0,2,2,10,45,1,26,B
V1,1,3,1,2,0,4,71,0,4,1,0,6,5,63,0,27,B
V1,0,1,2,1,4,11,44,1,0,0,4,1,9,90,3,1,A
V1,1,2,0,0,6,3,21,1,3,0,0,3,10,6,2,2,A
V1,0,0,1,1,1,8,80,2,0,2,0,6,12,48,3,3,A
V1,1,4,1,1,1,10,2,0,3,2,2,1,4,76,0,1,B
V1,1,0,0,0,1,6,21,1,1,2,0,3,11,40,2,2,B
V1,0,4,1,2,1,2,30,3,3,0,3,1,2,61,3,3,A
V1,1,2,0,3,0,12,20,1,3,2,0,3,1,41,2,4,B
V1,1,2,2,1,0,8,27,0,2,0,3,1,12,16,0,5,B
V1,0,2,1,5,0,0,0,0,2,0,2,2,9,14,3,6,B
V1,1,4,1,4,0,0,0,2,2,1,4,1,9,42,1,7,B
V1,0,0,0,5,1,12,6,0,2,0,4,1,2,20,1,8,B
V1,1,1,0,3,1,10,10,2,0,0,4,0,2,41,2,9,A
V1,1,1,2,0,2,12,74,0,1,2,4,0,7,53,0,10,A
V1,1,4,0,5,0,9,22,0,2,2,4,0,8,42,3,11,B
V1,0,4,1,3,0,4,45,3,2,0,3,1,3,44,0,12,B
V1,0,2,1,2,1,1,28,0,2,2,2,1,1,45,0,13,B
V1,0,2,1,0,6,0,0,3,3,2,2,0,0,0,0,14,B
V2,1,1,0,4,0,8,36,1,4,2,0,0,2,51,2,1,B
V2,0,0,2,3,0,11,81,2,4,0,5,1,1,55,0,2,A
V2,0,4,2,5,1,5,48,2,1,1,5,1,7,23,2,3,A
V2,1,2,2,2,0,2,81,1,1,1,0,5,3,18,3,4,A
V2,0,3,0,1,3,7,70,0,3,2,4,0,9,8,3,5,A
V2,1,1,2,0,0,5,58,1,1,2,5,0,10,43,2,6,A
V2,1,1,1,4,1,0,0,1,0,0,4,0,0,0,0,7,A
V2,1,4,2,0,0,0,0,0,0,2,1,0,0,0,2,8,A
V2,0,2,0,1,0,11,82,2,0,0,2,1,11,79,3,9,A
V2,0,0,0,5,0,5,34,1,4,0,1,2,11,27,0,10,B
V2,0,2,2,2,3,4,21,0,3,0,3,1,11,59,3,11,A
V2,0,2,0,4,1,9,9,2,1,0,2,1,1,56,3,12,B
V2,0,0,1,5,0,4,73,3,3,0,0,0,0,0,3,13,B
V2,1,1,1,3,0,7,42,3,1,1,1,0,3,46,1,14,B
V2,1,2,0,5,0,11,45,2,3,1,0,1,10,49,1,15,B
V2,1,0,0,0,3,2,38,1,0,1,0,5,8,32,2,16,B
V2,1,0,1,5,1,5,3,2,1,0,3,0,8,52,1,17,A
V2,0,4,1,0,3,6,80,1,3,1,2,2,10,24,3,18,A
V2,0,2,0,2,0,7,57,0,3,2,5,0,10,36,1,19,B
V2,0,2,0,5,1,5,86,3,0,1,3,1,11,38,2,20,B
V2,1,1,2,4,1,6,32,3,3,0,3,0,10,8,2,21,A
V2,0,3,2,1,0,7,20,3,1,1,1,4,12,32,2,22,A
V2,0,3,1,2,1,8,56,3,1,0,5,1,8,88,0,23,A
V2,1,4,1,3,1,6,52,0,0,0,4,1,5,60,1,24,A
V2,1,3,0,1,3,0,0,3,3,1,1,4,2,52,3,25,B
V2,0,2,1,1,1,10,35,2,3,1,5,0,0,0,0,26,A
V2,1,3,0,2,0,12,82,3,3,1,0,4,6,15,2,27,B
V2,0,0,0,1,3,6,75,2,0,1,2,3,0,0,0,28,B
V2,1,0,0,0,5,8,71,3,4,2,4,1,2,53,2,29,B
V2,1,3,0,4,1,8,46,0,1,0,4,1,11,11,1,30,A
V2,0,0,2,3,0,9,33,0,3,1,0,2,11,53,2,31,B
V2,1,2,2,3,0,10,44,1,2,0,2,1,9,48,1,32,A
V2,0,1,0,0,6,6,51,3,0,1,1,0,4,77,2,33,A
V2,1,3,0,2,3,2,58,1,2,2,4,0,3,19,3,34,A
V2,0,0,2,0,3,11,78,2,0,0,0,4,9,68,2,35,A
V2,0,1,2,5,0,10,3,2,2,0,4,1,7,32,2,36,B
V2,1,0,2,2,0,7,36,3,0,2,0,1,3,1,1,37,B
V2,1,0,0,2,2,0,0,0,2,0,1,2,9,87,1,38,B
V2,0,4,2,2,3,11,89,3,4,2,5,1,7,28,3,39,A
V2,1,2,0,3,0,0,0,1,0,1,1,4,5,44,2,40,B
V2,1,4,0,0,3,4,78,3,0,0,4,1,3,38,1,41,A
V2,0,0,1,4,1,3,15,1,3,1,1,3,4,51,2,42,B
V2,0,3,1,4,1,4,69,3,0,1,5,0,0,0,2,43,A
V2,1,3,2,4,0,2,51,2,0,1,1,4,11,31,2,44,A
V2,0,1,2,4,1,7,73,0,2,0,0,5,6,45,1,45,B
V2,0,0,1,4,0,6,26,2,2,0,1,4,3,68,2,46,B
V2,0,3,2,0,2,9,78,0,3,1,2,3,7,10,1,47,
V3,1,4,2,2,2,11,84,0,0,0,1,3,3,28,2,2,A
V3,1,4,0,5,1,7,14,3,1,2,0,6,7,5,1,3,B
V3,0,2,0,3,1,2,35,1,3,0,2,2,0,0,1,4,B
V3,0,2,1,3,1,6,52,3,2,0,2,3,10,79,0,5,B
V3,1,3,0,3,0,8,34,0,3,2,5,1,8,73,1,6,B
V3,1,1,2,2,2,2,16,3,2,0,4,0,9,11,0,7,B
V3,1,0,1,5,1,5,6,1,1,0,3,1,0,0,3,8,B
V3,0,3,0,0,6,5,7,0,1,2,2,2,5,59,2,9,A
V3,0,0,2,4,1,0,0,0,3,0,3,1,10,42,1,10,B
V3,1,3,1,4,1,0,0,0,1,2,4,0,5,17,3,11,A
V3,1,2,1,3,0,10,77,3,3,2,3,0,11,85,3,12,B
V3,0,2,1,4,1,3,72,3,4,1,2,1,5,35,3,13,B
V3,0,0,2,2,3,10,2,3,1,1,4,1,1,33,0,14,B
V3,0,1,2,5,1,3,14,1,4,1,0,3,3,70,1,15,B
V3,1,2,1,5,0,9,39,2,4,0,3,1,8,25,0,16,B
V3,1,1,1,1,1,6,71,0,4,1,4,0,12,86,2,17,A
V3,0,1,1,1,0,1,8,1,3,0,3,1,6,19,0,18,B
V3,1,1,2,5,1,12,49,3,2,0,0,4,1,27,3,19,B
V3,0,2,0,4,0,11,33,3,4,2,2,3,3,88,0,20,B
V3,1,4,2,3,0,3,12,0,0,0,4,0,2,70,1,21,A
V3,0,3,0,2,0,3,22,0,3,0,4,1,1,11,3,22,A
V3,1,2,0,5,0,10,31,2,2,2,2,3,1,33,2,23,B
V3,1,4,1,5,0,0,0,0,1,2,4,1,4,18,2,24,B
V3,0,0,0,1,4,11,30,2,4,1,4,1,6,70,2,25,B
V3,1,2,1,2,2,11,30,3,0,0,4,0,11,47,2,26,A
V3,1,3,0,2,2,7,77,2,0,2,5,1,10,11,2,27,A
V3,0,1,2,1,0,10,31,1,3,2,1,4,4,41,1,28,B
V3,1,2,1,0,2,9,51,0,2,1,1,2,2,28,1,29,A
V3,0,0,0,3,1,12,4,2,0,0,3,0,3,82,3,30,A
V3,1,0,1,2,1,10,86,3,4,2,3,1,8,90,2,31,B
V3,0,2,0,5,0,5,66,2,3,2,0,5,6,67,2,32,B
V3,0,0,2,1,4,2,40,2,4,1,4,1,7,51,3,33,A
V3,0,1,1,4,1,11,35,3,4,1,3,0,7,34,0,34,B
V3,1,3,2,2,2,0,0,0,2,1,1,4,8,77,0,35,A
V3,1,2,0,5,1,0,0,1,2,1,1,3,10,9,3,36,B
V3,1,4,1,1,4,4,35,1,2,1,5,1,7,87,3,37,A
V3,0,2,2,5,1,7,70,0,1,1,3,1,7,57,1,38,A
V3,1,0,2,5,0,8,7,2,4,1,0,3,7,83,3,39,B
V3,1,1,0,4,1,4,52,2,4,0,0,1,10,60,2,40,B
V3,1,3,0,0,0,8,20,1,1,0,4,0,12,62,2,41,A
V3,1,3,1,1,2,1,2,2,4,2,1,3,9,11,2,42,B
V3,1,3,0,0,6,2,49,3,1,1,1,4,5,44,3,43,A
V3,1,0,1,4,0,0,0,1,1,1,5,0,1,79,3,44,A
V5,1,0,2,4,0,5,23,0,4,1,5,1,7,30,3,1,A
V5,1,1,1,4,1,12,61,1,4,0,0,5,2,78,2,2,B
V5,1,0,2,4,1,11,6,1,4,0,1,3,8,50,3,3,B
V5,1,2,2,3,1,2,66,2,0,1,0,5,6,55,3,4,B
V5,0,4,2,1,3,1,28,2,1,1,0,4,6,44,1,5,A
V5,1,0,0,0,4,8,28,0,2,2,3,0,0,0,2,6,A
V5,1,1,2,1,2,9,28,3,2,1,1,4,12,26,2,7,A
V5,0,4,2,2,1,2,22,3,2,1,2,1,12,51,1,8,A
V5,1,2,2,2,0,6,54,3,2,0,2,0,8,76,2,9,A
V5,0,3,1,3,0,6,47,1,2,0,3,0,8,81,1,10,A
V5,0,4,2,4,0,1,56,0,2,2,4,0,6,21,1,11,A
V5,0,4,1,3,0,4,28,0,2,0,4,1,4,37,0,12,A
V5,0,4,1,5,1,3,90,2,1,0,3,1,2,80,1,13,A
